UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,keyword
Desi Aryani,@dedesii,2021-04-16T09:39:52.000Z,Nemu hidden gem kuliner sop buah enak di Bekasi. Ga ngerti lagi harga under 20rb tapi isi buah sampai 10 macem alias banyak bgt semangkok bisa buat cuci muka. Ini mau jualan apa buka yayasan amal ya halo????,,,1.0,,,['https://pbs.twimg.com/media/EzFf_6oVUAYCvsI?format=jpg&name=small'],https://twitter.com/dedesii/status/1382992128066818050,sop buah
Deasy Noviyanti,@Dheasvi,2021-04-16T13:27:21.000Z,"Mau buka dirumah hari ini engga kekejar -_- Alhasil makan diluar plusss masih jajan burger  pula fikirnya smpe rumah bakal laper lagi! Eeettdaaahh masih begahh! Sampe rumah dipaksa makan bubur biji salak, mauuu banget!! Tp udah ga nampung -_- burger aja belom dimakan.",,,,,,[],https://twitter.com/Dheasvi/status/1383049376986107905,biji salak
Deasy Noviyanti,@Dheasvi,2021-04-16T13:41:39.000Z,"Beli burger aja belom dimakan karena dh begah! Di paksa mkn bubur biji salak, udah dibilng ga nampung dipaksa mkan mie ",,🤣 🤣,,,,[],https://twitter.com/Dheasvi/status/1383052973132029956,biji salak
Haroro 하로로,@hahaha2606,2021-04-16T11:22:30.000Z,Bm buka puasa pake Biji salak,,,3.0,,3.0,[],https://twitter.com/hahaha2606/status/1383017957681364992,biji salak
palpal,@kopikapalapi06,2021-04-17T13:56:48.000Z,"Bagi penggemar kurma lembut seperti kurma Date Crown Khalas, kurma ini juga enak. Manisny gak lengket di tenggorokan juga..Harga IDR31,500 di Grand Lucky..",,,1.0,,2.0,['https://pbs.twimg.com/media/EzLkZjLVIAQNLvR?format=jpg&name=small'],https://twitter.com/kopikapalapi06/status/1383419174416838657,kurma
siti kr,@sitikr_official,2021-04-17T21:32:36.000Z,Menu sahur ku :3 butir kurma + 1 buah pir + 1 gelas air putih hangat.Awak mu piye lur?,,,,,,[],https://twitter.com/sitikr_official/status/1383533878745337865,kurma
Ridha Septania,@ridhaseptania,2021-04-17T08:53:11.000Z,Menu hari ini soto ayam lengkap dgn printilannya + bakwan jagung + es melon jeniper + iseng bikin susu kurma ,,💕 💕 💕,,,,[],https://twitter.com/ridhaseptania/status/1383342766751551495,kurma
A.N.C.,@ainunchomsun,2021-04-17T21:31:29.000Z,"Kalau nabi lahirnya di Indonesia, menu buka puasa utama bukan kurma tapi gorengan.",,,3.0,1.0,5.0,[],https://twitter.com/ainunchomsun/status/1383533600642002957,kurma
Bukanshiva,@syipaf_,2021-04-17T12:34:20.000Z,Menu favorit buka puasaLontongBakwanRisolBihun gorengSambel kacang Dan es buah,,,,,,[],https://twitter.com/syipaf_/status/1383398421873053698,es buah
Deny Riska - Properti Syariah,@denyriska0210,2021-04-17T10:42:33.000Z,Kekompakkan Nanana Family hari ini. - Es Buah- Lontong Oncom- Sayur Asem- Dendeng ParuTrims Bunda ,,😋,,,4.0,"['https://pbs.twimg.com/media/EzK38JeUUAkd86o?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzK38fYUUAkHh9Z?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzK38UaVUAw84fS?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzK38pjVcAAr9AM?format=jpg&name=360x360']",https://twitter.com/denyriska0210/status/1383370291179495427,es buah
Vyeed,@MIF09,2021-04-17T20:07:05.000Z,"Astagfirullah, kirain adzan magrib!Taunya Adzan Ashar Mana udah abis gorengan 2 potong.@bliblidotcom #CeritaHikmahRamadhan",Quote TweetBlibli.com@bliblidotcom · Apr 13#CeritaHikmahRamadhanShow this thread,⚡ 🤧 😭,,,,"['https://pbs.twimg.com/profile_images/1381433999818518529/o-3ODQ5v_mini.jpg', 'https://pbs.twimg.com/media/Ey1pJC5VIAEoA36?format=jpg&name=small']",https://twitter.com/MIF09/status/1383512357733765122,gorengan
𝓜𝓪𝔂𝓪,@my_mayakt,2021-04-17T10:11:14.000Z,Bagiin Takjil gorengan+es Bagiin Takjil Gulai kambing++ Nyokap gw lg hobi bgt beli kambing pdhl anaknya gada yg doyan,,🐼 ❎ ✅,1.0,,,[],https://twitter.com/my_mayakt/status/1383362409184710663,gorengan
Diana Kharisma Putri,@dkputri,2021-04-17T11:52:18.000Z,nyari kang gorengan di sekitaran sudirman kok ga ada yak..,,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1383387807268315143/pu/img/hztXt0n0Ekav2CDY.jpg'],https://twitter.com/dkputri/status/1383387844031369224,gorengan
A.N.C.,@ainunchomsun,2021-04-17T21:31:29.000Z,"Kalau nabi lahirnya di Indonesia, menu buka puasa utama bukan kurma tapi gorengan.",,,3.0,1.0,5.0,[],https://twitter.com/ainunchomsun/status/1383533600642002957,gorengan
Mzwik,@dwkmlslm,2021-04-17T11:13:00.000Z,Kolak singkong < kolak ubi < kolak pisang,,,,,,[],https://twitter.com/dwkmlslm/status/1383377951215939590,kolak
Bos Anti,@baqiyahuud,2021-04-17T20:54:25.000Z,Saur pake kolak  saking pengennya makan kolak. Pas buka ga sempet soalnya wkwkwkw.,,💸 🤣,,,,[],https://twitter.com/baqiyahuud/status/1383524272048541698,kolak
Guardian Of Bekasi,@rgoestama,2021-04-17T10:17:10.000Z,Cari kolak pisang dulu,,,2.0,,4.0,['https://pbs.twimg.com/media/EzKyH3pVkAYg8D3?format=jpg&name=medium'],https://twitter.com/rgoestama/status/1383363900695932929,kolak
pass_semok,@denipassbek,2021-04-17T11:49:41.000Z,Buka nya pake sop buah sama sepotong Pizza udh cukup,,🎎 🎎 😁,5.0,4.0,49.0,['https://pbs.twimg.com/media/EzLHTXVVUAEjnwT?format=jpg&name=900x900'],https://twitter.com/denipassbek/status/1383387185521446913,sop buah
Nama Saya,@Supennd1,2021-04-17T11:00:50.000Z,Udah seminggu lebih puasa tapi gua masih bertanya tanya.#escampur itu di #minum apa di #makan yak ?,,🤔 🤔,,,,[],https://twitter.com/Supennd1/status/1383374889126535170,es campur
paul tibbit,@iknowillbeokay,2021-04-17T10:16:06.000Z,Konsistensi kita terbukti gerobak hotang tetep hotang ga berubah jadi es campur,,,1.0,,,[],https://twitter.com/iknowillbeokay/status/1383363631803363330,es campur
Riziq,@riziqyusuf,2021-04-17T11:46:28.000Z,Pantes tadi buka puasa pake es kelapa muda cepet kenyang. Ternyata kelapanya ditanem dari tunas kelapa pramuka. Sudah teruji mental,,,,1.0,1.0,[],https://twitter.com/riziqyusuf/status/1383386376905781249,es kelapa muda
KangFotoTulang,@Refha_fitriani,2021-04-18T05:58:16.000Z,Eh eh ternyata gue suka kurma tapi yg masih keras gitu ngerti gak sih ,,☢ 😂,,,,[],https://twitter.com/Refha_fitriani/status/1383661136512389125,kurma
L(•̯͡.•̯͡)ra,@lwrarhb,2021-04-18T13:17:34.000Z,woah gila doyan banget ma kurma,,😭,,,,[],https://twitter.com/lwrarhb/status/1383771690052640772,kurma
reihan putri,@reiiputt,2021-04-18T21:43:06.000Z,"Menu sahur busui: susu uht + susu booster ASI + pisang + kurma 5 butir, diblender aja biar tinggal lep ",,😂,2.0,,,[],https://twitter.com/reiiputt/status/1383898911862005771,kurma
Anak Dancow,@ParamitaBdyti,2021-04-18T11:09:03.000Z,"Dulu gorengan 2 aja sama esbuah udah kenyang banget, sekarang kudu 5gorengan sama esbuah baru berasa wkwkwkwk",,,,,,[],https://twitter.com/ParamitaBdyti/status/1383739345346039809,es buah
gegeee,@hactml,2021-04-18T09:41:51.000Z,kumur kumur pake es buah boleh ga?,,,,,,[],https://twitter.com/hactml/status/1383717400185491459,es buah
Rumi (MasRum),@Cikguuu_,2021-04-18T15:04:51.000Z,"Menjauhi gorengan dan minuman dingin/berasa?  Dicoba ya... demi ""kamu"". Wkwkwk",,🙄,3.0,,5.0,[],https://twitter.com/Cikguuu_/status/1383798689328635910,gorengan
txtdarilonte,@bikdikenergi,2021-04-18T11:29:15.000Z,Gua kayaknya makan buka puasa pake gorengan dirumah nyokap doang,,,1.0,,,[],https://twitter.com/bikdikenergi/status/1383744429702336512,gorengan
Anak Dancow,@ParamitaBdyti,2021-04-18T11:09:03.000Z,"Dulu gorengan 2 aja sama esbuah udah kenyang banget, sekarang kudu 5gorengan sama esbuah baru berasa wkwkwkwk",,,,,,[],https://twitter.com/ParamitaBdyti/status/1383739345346039809,gorengan
Angela Patrisca,@angelapatriss,2021-04-18T11:02:16.000Z,akhirnya nemuin gorengan enak di sekitar rumah ,,🥰,,,,[],https://twitter.com/angelapatriss/status/1383737638755000325,gorengan
ersil,@e12sil,2021-04-18T10:06:18.000Z,Cari gorengan ahhh,,,1.0,,,[],https://twitter.com/e12sil/status/1383723554236030980,gorengan
Novi aneke apt ayu 2,@NoviAptAyuDua,2021-04-19T02:45:56.000Z,kurma golden valley pr box kurleb 950gr...@35rb,,,,,,['https://pbs.twimg.com/media/EzTeBziVkAM2JCS?format=jpg&name=small'],https://twitter.com/NoviAptAyuDua/status/1383975119203147781,kurma
Pai Laodeh,@pailaodeh,2021-04-19T07:17:18.000Z,"Bukan ga mau makan nasi dan segala aneka lauk saat sahur maupun buka puasa. Beneran beda rasa perut ini kalo makan yang biasa (kurma, jus sayur dan buah) dengan yang segala yang enak-enak itu ",,😆,,,,[],https://twitter.com/pailaodeh/status/1384043413725605889,kurma
dressup,@gimanadongah,2021-04-19T13:52:43.000Z,Hi.. Halo.. boleh bantu RT atau love ya... Aku jual Delfi Chocolate dan Kurma Palm Fruit... Delfi nya ada yg Almond dan Mede ya...,The following media includes potentially sensitive content. Change settingsView,,,1.0,,[],https://twitter.com/gimanadongah/status/1384142920773619715,kurma
Bayu,@baysomi,2021-04-19T21:49:25.000Z,Es X gorengan = garai tenggorokan gantel,,,,,,[],https://twitter.com/baysomi/status/1384262887800147970,gorengan
Plastik Item,@alsyarief_,2021-04-19T09:22:04.000Z,"Pas puasa bawaan nya tiduran mulu, ama ibadah rada jarang, pas buka gorengan abis 5 makan ini minum itu segala macem, kelar buka gak kuat bangun awang taraweh, giliran dapet chat dari temen jam 8 malem ngajak nongs, jawab nya ""ayolah, sekalian nunggu sahur.Sapa ni ?",,,,,1.0,[],https://twitter.com/alsyarief_/status/1384074811152867331,gorengan
Wahid,@Uqhievoltury,2021-04-19T13:34:05.000Z,"mengutip komentar di utuber bule yg lg coba ""fasting"" ""i love moment of puasa, idk why gorengan di bulan puasa itu terasa jauh lebih enak dibanding bulan biasa""...i'm agree with it",,♏,,,,[],https://twitter.com/Uqhievoltury/status/1384138232544202760,gorengan
The Last Dedi,@ndededi,2021-04-19T11:05:05.000Z,"Lagi mampir beli teh pucuk di shell buat batalin puasa, eh ditawarin lontong dan gorengan sama karyawan di sana, sepele sih, tapi seneng aja, baik banget anak anaknya ",,🥰,2.0,,1.0,"['https://pbs.twimg.com/media/EzVQROnVgAoyOe1?format=jpg&name=small', 'https://pbs.twimg.com/media/EzVQRxFVIAY2fxy?format=jpg&name=small']",https://twitter.com/ndededi/status/1384100734887632904,gorengan
nid.,@niiiiiiiddddaaa,2021-04-20T09:37:10.000Z,"Pengen sop buah, pengen nasi padang, pengen bakso, pengen ayam bakar, pengen es kopi ",,🙌 😵,2.0,,,[],https://twitter.com/niiiiiiiddddaaa/status/1384440999649288194,es buah
Frstn.,@denys_fristian,2021-04-20T16:48:14.000Z,"Kalo di Jakarta ada jajanan korea, di korea ada tukang gorengan ga ya (?)",,,,,,[],https://twitter.com/denys_fristian/status/1384549479508963328,gorengan
PRIMA RM,@primaramadian,2021-04-20T10:24:27.000Z,"Herman eug, kenapa org2 pd Beli gorengan sampe ngantri2, like there is no tomorrow",,,,,,[],https://twitter.com/primaramadian/status/1384452899049144322,gorengan
Ale,@malimulakbar,2021-04-20T13:13:06.000Z,"Banyak yang bingung kenapa abis puasa kok malah melar badannya?Yo iyo lah wong mangan ping pindo tok tapi dijejeri gorengan, es legi legi, karo nek wes wengi wetenge kaliren tetep mindo.+ Pas poso awan2 gaweane tura turu aeSik takok kenopo? Muhasabah diri kono lho...",,,,,,[],https://twitter.com/malimulakbar/status/1384495339198107649,gorengan
Candramawa,@sugeng_hardinal,2021-04-20T03:42:45.000Z,Gorengan media saat ini artis unfollow aja jadi berita.....,,,,,,[],https://twitter.com/sugeng_hardinal/status/1384351806491222026,gorengan
Sahril Saputra,@Sahril_09,2021-04-20T07:52:57.000Z,Maap untuk saat ini saya lebih rindu es campur daripada kamu,,,,,1.0,[],https://twitter.com/Sahril_09/status/1384414771965874182,es campur
Lipo,@olib_olib,2021-04-20T10:22:05.000Z,IF 16 jambuka dengan babi panggang sambal korekbiji salak ketoNikmat mana yg kau dustakan,,,,,,[],https://twitter.com/olib_olib/status/1384452300618420224,biji salak
Deny Riska - Properti Syariah,@denyriska0210,2021-04-21T06:29:28.000Z,Yang pengin punya kebun kurma sudah ready. Surat surat AJB. Lokasi di Bogor Timur. Hub 0822-9736-4948,0:3915 views,,,,5.0,['https://pbs.twimg.com/ext_tw_video_thumb/1384756030689538054/pu/img/k2wn3855Tyz1Bnlo.jpg'],https://twitter.com/denyriska0210/status/1384756150051033091,kurma
beckywahyuni,@beckywahyuni1,2021-04-21T11:12:20.000Z,"Selamat berbuka puasa. Setelah air putih dan kurma, lanjut soto banjar biar kuwat tarawehnya heuheuheu",,,,,1.0,['https://pbs.twimg.com/media/EzflHiaVEAIQChU?format=jpg&name=small'],https://twitter.com/beckywahyuni1/status/1384827337657622535,kurma
bumbu pecel,@sellyyolandita,2021-04-21T13:20:27.000Z,Ternyata buka puasa makan 2 gorengan sama es teh bkin tremor ya shaayy.. emang gk bisa jauh” dri nasi hidup ini,,🥲 🥲,,,,[],https://twitter.com/sellyyolandita/status/1384859576911253505,gorengan
Shahriel Abdalla,@jablaing,2021-04-21T14:31:17.000Z,Gorengan say......,,,,,,['https://pbs.twimg.com/media/EzgSpxwVgAcNLLX?format=jpg&name=small'],https://twitter.com/jablaing/status/1384877405370732548,gorengan
Rick,@matchadango_,2021-04-21T12:35:06.000Z,Emang dasar perut orang Indonesia pdhl buka puasa udh banyak makan gorengan tp msh kurang kalo blm makan nasi,,🤣,,,,[],https://twitter.com/matchadango_/status/1384848164541325314,gorengan
Even,@JoseAndre89,2021-04-21T09:35:33.000Z,"Betul nih. Kalo udah terbiasa makan makanan yg digoreng, apalagi sayur2an, begitu ada gorengan udah otomatis gak tertarik. Ngalamin soalnya. Meski masih suka tergoda ama mie instan dan nasi padang sih ","Quote TweetK. S. Denta@sdenta · Apr 21Starting pointnya jangan di nasi/gorengan.Tapi di sayuran. sudah cukup banyak dan bervariasikah sayuran yg saya makan? Kalo dah kebiasaan sayur banyak, lama2 otomatis ga gitu doyan gorengan. Proses makan itu semi otomatis sebenernya. Ga sepenuhnya bergantung dari kehendak kita twitter.com/eIfinda/status…",🙃 😬,2.0,2.0,5.0,['https://pbs.twimg.com/profile_images/1327765569374863360/Zb48eF-r_mini.jpg'],https://twitter.com/JoseAndre89/status/1384802977970491392,gorengan
𝕾𝖎𝖒𝖇𝖆𝖍,@yonncent,2021-04-21T10:26:37.000Z,Nunggu kang kolak lewat....#ngabuburit #puasa #varionation @ Taman Raya Rajeg-Tangerang https://instagram.com/p/CN7LMGzD4tI/?igshid=vfcpxqnwtyhl…,,,,,,[],https://twitter.com/yonncent/status/1384815829972291584,kolak
renny savitri,@rennydesavi,2021-04-21T11:59:43.000Z,Kekenyangan maem kolak *elusperut,,😋,,,,[],https://twitter.com/rennydesavi/status/1384839260415483909,kolak
Eny Firsa,@blanthik_ayu,2021-04-21T09:05:06.000Z,"asik, ada juga yg doyan kolak anget ","Quote TweetEny Firsa@blanthik_ayu · Apr 21kalian kalo makan kolak, sukanya anget atau dingin?Show this poll",,,,,['https://pbs.twimg.com/profile_images/1202819830329405440/oE4N3nr1_mini.jpg'],https://twitter.com/blanthik_ayu/status/1384795315958517770,kolak
Eny Firsa,@blanthik_ayu,2021-04-21T08:18:35.000Z,"kalian kalo makan kolak, sukanya anget atau dingin?",anget lah...42.9%dingin lebi enak42.9%nggak suka kolak14.3%7 votes·Final results,,1.0,1.0,,[],https://twitter.com/blanthik_ayu/status/1384783610763354117,kolak
Nda,@dindaayusaputri,2021-04-21T05:53:45.000Z,Es kelapa muda enak no debat,,😭 😭,,,,['https://pbs.twimg.com/media/EzecMycVEAETjQ_?format=jpg&name=900x900'],https://twitter.com/dindaayusaputri/status/1384747162274205697,es kelapa muda
dhenistya,@kk_dhenis,2021-04-22T21:37:59.000Z,"Sahur Hari Ke 10 = 3 Buah Kurma, Nasi, Telor Dadar, Usus Goreng, Timun, Tumis Kacang Panjang Tempe, 2 Batang 234, Air Putih#kesayangan",,,,1.0,,[],https://twitter.com/kk_dhenis/status/1385347173886267394,kurma
NAY,@nayapratita,2021-04-22T11:33:42.000Z,"Gasuka kolak, gasuka kurma, lebaran ga makan opor. Datar bgt ternyata aku tiap puasa ",,,,,,[],https://twitter.com/nayapratita/status/1385195102579036166,kurma
B. WONKA,@nonnBerty,2021-04-22T07:50:18.000Z,Keluarga Berencana versi KURMA#Ramadhan,,🌿,,,,['https://pbs.twimg.com/media/EzkAd6FVkAQbi_b?format=jpg&name=small'],https://twitter.com/nonnBerty/status/1385138880286842880,kurma
Re_Herbalis,@Al_hud11,2021-04-22T20:33:03.000Z,Kurma khalas premium500gr harga 27rbTunis tangkai madu premium500gr 45rb250gr 25rbDapatkan harga Reseller minimal pembelian10 piceLokasi depan rsud tangseL nasgor Mas karyoWa: 085753914407,,,,,,"['https://pbs.twimg.com/media/Ezmu-knVIAAkuBg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzmvBQmVIAEhHNM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ezmu_2mVoAIfQLP?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzmvCO5VgAAjtoz?format=jpg&name=360x360']",https://twitter.com/Al_hud11/status/1385330831279812610,kurma
gemgvrl,@Dararendah,2021-04-22T04:42:04.000Z,"Yuk bun kurmanya di orderExp 06 2022 :)Beli first dates kurma 250g https://tokopedia.link/UmhzkioDEfb di toko STOREWARBUL Rp15.900 di Tokopedia dengan Bebas Ongkir, Sekarang!",first dates kurma 250gfirst dates kurma 250gtokopedia.link,🍳,,,,[],https://twitter.com/Dararendah/status/1385091508873797633,kurma
Dipeluk Enak,@djiniel,2021-04-22T14:02:33.000Z,Craving es teler / es campur / es buah / es pisang ijo..,,,,,,[],https://twitter.com/djiniel/status/1385232559274008576,es buah
Koala,@arahsenjaa,2021-04-22T11:25:54.000Z,"Gak kepengen bngt sama es teh, es sirup es buah gtu, kepengen cuma air es dari kulkas gtu aja udah kayanya seger bgt saat buka puasa gini.",,,1.0,,1.0,[],https://twitter.com/arahsenjaa/status/1385193137446916096,es buah
sidetoside,@sidetoosideee,2021-04-22T10:01:47.000Z,"es buah sudah jadi, saatnya mandi trus nunggu buka puasa.",,,1.0,,,[],https://twitter.com/sidetoosideee/status/1385171969482452995,es buah
Mbah Kholil Al-Bantani,@mbah_kholil01,2021-04-22T10:46:15.000Z,"Kuliner Tangerang semakin komplit..Dari gorengan, pempek, gudeg, soto...akhh masih banyak lainnya.",,,,,,['https://pbs.twimg.com/media/EzkovAnUUAY18-I?format=jpg&name=medium'],https://twitter.com/mbah_kholil01/status/1385183160388882434,gorengan
Aay,@ayusukre,2021-04-22T13:48:45.000Z,Muka klo abs pake face oil macam gorengan baru di angkat ,,😶,,,,[],https://twitter.com/ayusukre/status/1385229088705581062,gorengan
Dynno,@dhinoszf,2021-04-22T15:19:40.000Z,Osvaldo kakean gorengan koyo rashford,,🦖,,,,[],https://twitter.com/dhinoszf/status/1385251967715348488,gorengan
nama tidak boleh kosong,@muhamadrizqinur,2021-04-22T09:40:56.000Z,mulut soak makan gorengan mulu,,,,,,[],https://twitter.com/muhamadrizqinur/status/1385166721472892928,gorengan
Kayulia,@_BruleeLatte,2021-04-22T08:18:08.000Z,Seumur kerja di aca kaga pernah dapet bukaan begini dapetnya gorengan mulu hahaaTerbukti sudah ini mantan kantor emang lebih sayang sama orang luar ,,😆,,,,['https://pbs.twimg.com/media/EzkG12CVIAUG74s?format=jpg&name=900x900'],https://twitter.com/_BruleeLatte/status/1385145885688930312,gorengan
𝙰rrasyid~,@bukanasam,2021-04-22T11:24:04.000Z,"Abis ngitungin kalori setiap buka puasa. Biasanya gue makan pas buka pake lontong satu, gorengan 2 atau 3 dan ternyata kalorinya sekitar 600an.Nah barusan gue ubah, beli bakmi ayam  sama pangsit rebus 2. Ternyata kalorinya cuma 500an.",,,1.0,,,[],https://twitter.com/bukanasam/status/1385192678845943808,gorengan
Rio Alief,@rio_alief,2021-04-22T06:11:55.000Z,"Jam kritis pas lg puasa nih .. Dari pada bayangin kolam pisang ama gorengan mulu, mending nonton episode baru @podjam feat. @rayprasetya22 udah tayang di channel youtube gw .. @ Abbe Gandaria Music Studio https://instagram.com/p/CN9S1XHBrp1/?igshid=1s8ri9f4c30dv…",,,,,3.0,[],https://twitter.com/rio_alief/status/1385114121973248000,gorengan
NAY,@nayapratita,2021-04-22T11:33:42.000Z,"Gasuka kolak, gasuka kurma, lebaran ga makan opor. Datar bgt ternyata aku tiap puasa ",,,,,,[],https://twitter.com/nayapratita/status/1385195102579036166,kolak
Isfi Nuraida,@ifinuraida,2021-04-22T14:14:18.000Z,"Start dari jam 7, selesai stgh 9, berciciran kiringit hanya menghasilkan kolak & prekedelما شاء الله Hebat-an buibu yg jual takjil ba’da ashar, semoga berkah jualannya لا قوة الا بالله",,❣,1.0,,,[],https://twitter.com/ifinuraida/status/1385235516228988928,kolak
Uncle D,@derisumuweng,2021-04-22T12:02:44.000Z,"Sobat asam lambung buka puasa cuma pake sop buah doang, apakah si sobat gue ini akan timbul meraung?",,,,,,[],https://twitter.com/derisumuweng/status/1385202406523248643,sop buah
Vesor Gusti Dewata,@vesorpupipants,2021-04-22T09:52:35.000Z,Hari kacau kerjaan kaya tokai bikin es campur si *esmosi hmm,,,,,,[],https://twitter.com/vesorpupipants/status/1385169652641271809,es campur
